,search_title,database,result_title,authors,citation,venue,abstract,keywords
-1,The Coupling Effect: Fact or Fiction,acm,The coupling effect: fact or fiction,"Offutt, A",118," In <i>ACM SIGSOFT Software Engineering Notes</i>, vol. 14, no. 8, pp. 131-140. ACM, 1989.","
<div style=""margin-left:10px; margin-top:10px; margin-right:10px; margin-bottom: 10px;"" class=""tabbody"">

             <div style=""display:inline""><par>Fault-based testing strategies test software by focusing on specific, common types of errors. The <italic>coupling effect</italic> states that test data sets that detect simple types of faults are sensitive enough to detect more complex types of faults. This paper describes empirical investigations into the coupling effect over a specific domain of software faults. All the results from this investigation support the validity of the coupling effect. The major conclusion from this investigation is that by explicitly testing for simple faults, we are also implicitly testing for more complicated faults. This gives us confidence that fault-based testing is an effective means of testing software.</par>
</div> 
            

            </div>
          ",ACM SIGSOFT Software Engineering Notes
-1,Investigations of the Software Testing Coupling Effect,acm,Investigations of the software testing coupling effect,"Offutt, A. Jefferson",344," <i>ACM Transactions on Software Engineering and Methodology (TOSEM)</i> 1, no. 1 (1992): 5-20.","
<div style=""margin-left:10px; margin-top:10px; margin-right:10px; margin-bottom: 10px;"" class=""tabbody"">

             <div style=""display:inline""><par>Fault-based testing strategies test software by focusing on specific, common types of faults. The <italic>coupling effect</italic> hypothesizes that test data sets that detect simple types of faults are sensitive enough to detect more complex types of faults. This paper describes empirical investigations into the coupling effect over a specific class of software faults. All of the results from this investigation support the validity of the coupling effect. The major conclusion from this investigation is the fact that by explicitly testing for simple faults, we are also implicitly testing for more complicated faults, giving us confidence that fault-based testing is an effective way to test software.</par></div> 
            

            </div>
          ",http://dl.acm.org/citation.cfm?id=125489.125473
-1,Mutation Testing Implements Grammar-Based Testing ,ieeexplore,Mutation testing implements grammar-based testing,"Offutt, Jeff, Paul Ammann, and Lisa Liu",39," In <i>Mutation Analysis, 2006. Second Workshop on</i>, pp. 12-12. IEEE, 2006.","This paper presents an abstract view of mutation analysis. Mutation was originally thought of as making changes to program source, but similar kinds of changes have been applied to other artifacts, including program specifications, XML, and input languages. This paper argues that mutation analysis is actually a way to modify any software artifact based on its syntactic description, and is in the same family of test generation methods that create inputs from syntactic descriptions. The essential characteristic of mutation is that a syntactic description such as a grammar is used to create tests. We call this abstract view grammar-based testing, and view it as an interface, which mutation analysis implements. This shift in view allows mutation to be defined in a general way, yielding three benefits. First, it provides a simpler way to understand mutation. Second, it makes it easier to develop future applications of mutation analysis, such as finite state machines and use case collaboration diagrams. The third benefit, which due to space limitations is not explored in this paper, is ensuring that existing techniques are complete according to the criteria defined here.",
-1,Using Compiler Optimization Techniques to Detect Equivalent Mutants,Wiley Online Library,Using compiler optimization techniques to detect equivalent mutants,"Offutt, A. Jefferson, and W. Michael Craft",146," <i>Software Testing, Verification and Reliability</i> 4, no. 3 (1994): 131-154.","<div id=""en_main_abstract"" class=""article-section__content mainAbstract"" lang=""en""><h2 class=""article-section__header"">Abstract</h2><p>Mutation analysis is a software testing technique that requires the tester to generate test data that will find specific, well-defined errors. Mutation testing executes many slightly differing versions, called <em>mutants</em>, of the same program to evaluate the quality of the data used to test the program. Although these mutants are generated and executed efficiently by automated methods, many of the mutants are functionally <em>equivalent</em> to the original program and are not useful for testing. Recognizing and eliminating equivalent mutants is currently done by hand, a time-consuming and arduous task. This problem is currently a major obstacle to the practical application of mutation testing.</p><p>This paper presents extensions to previous work in detecting equivalent mutants; specifically, algorithms for determining several classes of equivalent mutants are presented, an implementation of these algorithms is discussed, and results from using this implementation are presented. These algorithms are based on data flow analysis and six compiler optimization techniques. Each of these techniques is described together with how they are used to detect equivalent mutants. The design of the tool and some experimental results using it are also presented.</p></div>","<li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">Compiler optimizations; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">Software testing; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">Mutation testing; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">Experimental software engineering</span></li>"
?,The Dynamic Domain Reduction Approach for Test Data Generation: Design and Algorithms,"<a href=""/citations?user=fAeRp3kAAAAJ&amp;hl=en&amp;oi=sra"">AJ Offutt</a>, Z Jin, J Pan - George Mason University, Fairfax, Virginia, Technical  …, 1994",The dynamic domain reduction approach for test data generation: Design and algorithms,"Offutt, A. Jefferson, Zhenyi Jin, and Jie Pan",14," <i>George Mason University, Fairfax, Virginia, Technical Report ISSE-TR-94-110</i> (1994).",,
-1,A Fortran 77 Interpreter for Mutation Analysis,acm,A Fortran 77 interpreter for mutation analysis,"Offutt VI, A. J., and Kim N. King",35," In <i>ACM SIGPLAN Notices</i>, vol. 22, no. 7, pp. 177-188. ACM, 1987.","
<div style=""margin-left:10px; margin-top:10px; margin-right:10px; margin-bottom: 10px;"" class=""tabbody"">

             <div style=""display:inline"">Mutation analysis is a powerful technique for testing software systems. In the Mothra project, conducted at Georgia Tech's Software Engineering Research Center, mutation analysis is used as a basis for building an integrated software testing environment. Mutation analysis requires the execution of many slightly differing versions of the same program to evaluate the quality of the data used to test the program. In the current version of the Mothra system, a program to be tested is translated to intermediate code, where it and its mutated versions are executed by an interpreter.In this paper, we discuss some of the unique requirements of an interpreter used in a mutation-based testing environment. We then describe how these requirements affected the design and implementation of the Fortran 77 version of the Mothra interpreter. Other topics covered include the architecture of the interpreter and many of the design elements that it incorporates. We also describe the intermediate language used by Mothra and the features of the interpreter that are needed for software testing.</div> 
            

            </div>
          ",ACM SIGPLAN Notices
-1,An Experimental Determination of Sufficient Mutant Operators,acm,An experimental determination of sufficient mutant operators,"Offutt, A. Jefferson, Ammei Lee, Gregg Rothermel, Roland H. Untch, and Christian Zapf",574," <i>ACM Transactions on Software Engineering and Methodology (TOSEM)</i> 5, no. 2 (1996): 99-118.","
  <div class=""tabbody"">
              <div style=""margin-left:10px; margin-top:10px; margin-right:10px; margin-bottom: 10px;"">
                  An abstract is not available.
              </div>
                      

</div>
            ",http://dl.acm.org/citation.cfm?id=227607.227610
-1,An Empirical Evaluation of Weak Mutation,ieeexplore,An empirical evaluation of weak mutation,"Offutt, A. Jefferson, and Stephen D. Lee",194," <i>IEEE Transactions on Software Engineering</i> 20, no. 5 (1994): 337-344.","Mutation testing is a fault-based technique for unit-level software testing. Weak mutation was proposed as a way to reduce the expense of mutation testing. Unfortunately, weak mutation is also expected to provide a weaker test of the software than mutation testing does. This paper presents results from an implementation of weak mutation, which we used to evaluate the effectiveness versus the efficiency of weak mutation. Additionally, we examined several options in an attempt to find the most appropriate way to implement weak mutation. Our results indicate that weak mutation can be applied in a manner that is almost as effective as mutation testing, and with significant computational savings.",
?,A Bayes Sequential Statistical Procedure for Approving Software Products,"M Sahinoglu, <a href=""/citations?user=MkC5kHcAAAAJ&amp;hl=en&amp;oi=sra"">EH Spafford</a> - Proceedings of the IFIP Conference on Approving  …, 1990",A bayes sequential statistical procedure for approving software products,"Sahinoglu, Mehmet, and Eugene H. Spafford",21," In <i>Proceedings of the IFIP Conference on Approving Software Products (ASP’90)</i>, pp. 43-56. 1990.",,
-1,Efficient Mutation Testing by Checking Invariant Violations,acm,Efficient mutation testing by checking invariant violations,"Schuler, David, Valentin Dallmeier, and Andreas Zeller",122," In <i>Proceedings of the eighteenth international symposium on Software testing and analysis</i>, pp. 69-80. ACM, 2009.","
<div style=""margin-left:10px; margin-top:10px; margin-right:10px; margin-bottom: 10px;"" class=""tabbody"">

             <div style=""display:inline""><p><i>Mutation testing</i> measures the adequacy of a test suite by seeding artificial defects (mutations) into a program. If a mutation is not detected by the test suite, this usually means that the test suite is not adequate. However, it may also be that the mutant keeps the program's semantics unchanged-and thus cannot be detected by any test. Such <i>equivalent mutants</i> have to be eliminated manually, which is tedious.</p> <p>We assess the impact of mutations by checking dynamic invariants. In an evaluation of our JAVALANCHE framework on seven industrial-size programs, we found that mutations that violate invariants are significantly more likely to be detectable by a test suite. As a consequence, mutations with impact on invariants should be focused upon when improving test suites. With less than 3% of equivalent mutants, our approach provides an efficient, precise, and fully automatic measure of the adequacy of a test suite.</p></div> 
            

            </div>
          ",dynamic invariants; mutation testing
-1,Fault-Based Interface Testing between Real-Time Operating System and Application,ieeexplore,Fault-Based Interface Testing Between Real-Time Operating System and Application,"Sung, Ahyoung, Jina Jang, and Byoungju Choi",3," In <i>Mutation Analysis, 2006. Second Workshop on</i>, pp. 8-8. IEEE, 2006.","Testing interfaces of an embedded system is important since the heterogeneous layers such as hardware, OS and application are tightly coupled. We propose the mutation operators in three respects, 'When?', 'Where?' and 'How?' in order to inject a fault into RTOS program when testing interface between RTOS and application. Injecting a fault without affecting the RTOS in run-time environment is the core of proposed mutation operators. We apply the mutation operators to interface testing during the integration of RTOS and application in the industrial programmable logic controller.",
-1,An Experimental Study on Software Structural Testing: Deterministic versus Random Input Generation,ieeexplore,An experimental study on software structural testing: deterministic versus random input generation,"Thevenod-Fosse, Pascale, Helene Waeselynck, and Yves Crouzet",79," In <i>Fault-Tolerant Computing, 1991. FTCS-21. Digest of Papers., Twenty-First International Symposium</i>, pp. 410-417. IEEE, 1991.","The fault revealing power of different test patterns derived from ten structural test criteria currently referred to in unit testing is investigated. Experiments performed on four programs that are pieces of a real-life software system from the nuclear field are reported. Three test input generation techniques are studied: (1) deterministic choice, (2) random selection based on an input probability distribution determined according to the adopted structural test criterion, and (3) random selection from a uniform distribution on the input domain. Mutation analysis is used to assess the test set efficiency with respect to error detection. The experimental results involve a total of 2914 mutants. They show that structural statistical testing, which exhibits the highest mutation scores, leaving alive only six from 2816 nonequivalent mutants within short testing times, is the most efficient. A regards unit testing of programs whose structure remains tractable, the experiments show the adequacy of a fault removal strategy combining statistical and deterministic test patterns.",
-1,Pex-White Box Test Generation for .NET,Springer,Pex–white box test generation for. net,"Tillmann, Nikolai, and Jonathan De Halleux",742," In <i>International conference on tests and proofs</i>, pp. 134-153. Springer Berlin Heidelberg, 2008.","<h2 class=""Heading"">Abstract</h2><p class=""Para"">Pex automatically produces a small test suite with high code coverage for a .NET program. To this end, Pex performs a systematic program analysis (using dynamic symbolic execution, similar to path-bounded model-checking) to determine test inputs for Parameterized Unit Tests. Pex learns the program behavior by monitoring execution traces. Pex uses a constraint solver to produce new test inputs which exercise different program behavior. The result is an automatically generated small test suite which often achieves high code coverage. In one case study, we applied Pex to a core component of the .NET runtime which had already been extensively tested over several years. Pex found errors, including a serious issue.</p>",
-1,New Mutations for Evaluation of Specification and Implementation Levels of Adequacy in Testing of Statecharts Models,ieeexplore,New mutations for evaluation of specification and implementation levels of adequacy in testing of statecharts models,"Trakhtenbrot, Mark",16," In <i>Testing: Academic and Industrial Conference Practice and Research Techniques-MUTATION, 2007. TAICPART-MUTATION 2007</i>, pp. 151-160. IEEE, 2007.","In model-based development of embedded real-time systems, statecharts are widely used for formal specification of their behavior, providing a sound basis for test generation and for detection of faults early in the development process. The paper presents a variety of new mutations for adequacy evaluation of tests used in validation of statecharts-based models. These mutations focus on key features of statecharts used in modeling of embedded systems: hierarchy, orthogonality and time expressions. We distinguish between two levels of tests adequacy. In the first, test results are expected to strictly follow the statecharts semantics. The second one takes into account possible deviations from this semantics based on typical implementation oriented decisions, e.g. mapping of orthogonal components into separate tasks executed concurrently. The considered mutations address both types of adequacy. In particular, we consider interleaving enforcing mutations, for testing of alternatives to the canonical ""maximum parallelism "" execution of statecharts.",
-1,DBLP,,DBLP computer science bibliography,"Ley, Michael",269, (2005).,,
-1,SQLMutation: A Tool to Generate Mutants of SQL Database Queries,ieeexplore,"MILU: A customizable, runtime-optimized higher order mutation testing tool for the full C language","Jia, Yue, and Mark Harman",66," In <i>Practice and Research Techniques, 2008. TAIC PART'08. Testing: Academic &amp; Industrial Conference</i>, pp. 94-98. IEEE, 2008.",We present a tool to automatically generate mutants of SQL database queries. The SQLMutation tool is available on the Web and it can be accessed using two different interfaces: A Web application to interactively generate the mutants and a Web service that allows it to be integrated with other applications developed using different platforms.,"
<strong class=""ng-binding"">Author Keywords </strong>
<div>
<!-- ngRepeat: term in ::keyword.kwd track by $index --><span ng-repeat=""term in ::keyword.kwd track by $index"" class=""ng-binding ng-scope"">
<a href=""/search/searchresult.jsp?matchBoolean=true&amp;queryText=&quot;Index%20Terms&quot;:.QT.Mutation operators.QT.&amp;newsearch=true"" ng-bind-html=""::term"" data-tealium_data=""{&quot;keywordType&quot;: &quot;Author Keywords &quot;}"" class=""ng-binding"">Mutation operators</a>, 
</span><!-- end ngRepeat: term in ::keyword.kwd track by $index --><span ng-repeat=""term in ::keyword.kwd track by $index"" class=""ng-binding ng-scope"">
<a href=""/search/searchresult.jsp?matchBoolean=true&amp;queryText=&quot;Index%20Terms&quot;:.QT.Database testing.QT.&amp;newsearch=true"" ng-bind-html=""::term"" data-tealium_data=""{&quot;keywordType&quot;: &quot;Author Keywords &quot;}"" class=""ng-binding"">Database testing</a>, 
</span><!-- end ngRepeat: term in ::keyword.kwd track by $index --><span ng-repeat=""term in ::keyword.kwd track by $index"" class=""ng-binding ng-scope"">
<a href=""/search/searchresult.jsp?matchBoolean=true&amp;queryText=&quot;Index%20Terms&quot;:.QT.SQL testing.QT.&amp;newsearch=true"" ng-bind-html=""::term"" data-tealium_data=""{&quot;keywordType&quot;: &quot;Author Keywords &quot;}"" class=""ng-binding"">SQL testing</a>, 
</span><!-- end ngRepeat: term in ::keyword.kwd track by $index --><span ng-repeat=""term in ::keyword.kwd track by $index"" class=""ng-binding ng-scope"">
<a href=""/search/searchresult.jsp?matchBoolean=true&amp;queryText=&quot;Index%20Terms&quot;:.QT.SQL query.QT.&amp;newsearch=true"" ng-bind-html=""::term"" data-tealium_data=""{&quot;keywordType&quot;: &quot;Author Keywords &quot;}"" class=""ng-binding"">SQL query</a>
</span><!-- end ngRepeat: term in ::keyword.kwd track by $index -->
</div>
"
？,Unit and Integration Testing Strategies for C Programs Using Mutation,Wiley Online Library,Unit and integration testing strategies for C programs using mutation-based criteria,"Vincenzi, Auri Marcelo Rizzo, José Carlos Maldonado, Ellen Francine Barbosa, and Márcio Eduardo Delamaro",19," In <i>Mutation testing for the new century</i>, pp. 45-45. Springer US, 2001.","<div id=""en_main_abstract"" class=""article-section__content mainAbstract"" lang=""en""><h2 class=""article-section__header"">Abstract</h2><p>Mutation testing, originally proposed for unit testing, has been extended to integration testing with the proposition of the Interface Mutation criterion. This paper presents the results of an experiment using two mutation-based testing criteria for unit and integration testing phases: the Mutation Analysis and the Interface Mutation adequacy criteria, respectively. The aim is to investigate how they can be used in a complementary way during the testing activity, establishing an incremental testing strategy comprising the unit and integration testing phases and guidelines on how to obtain a high mutation score with respect to mutation testing with a low cost, in terms of the number of mutants generated. Copyright © 2001 John Wiley &amp; Sons, Ltd.</p></div>","<li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">incremental testing strategy; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">unit testing; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">integration testing; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">mutation analysis; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">interface mutation</span></li>"
-1,Fault Coupling in Finite Bijective Functions,Wiley Online Library,Fault coupling in finite bijective functions,"Wah, K. S",40," <i>Software Testing, Verification and Reliability</i> 5, no. 1 (1995): 3-47.","<div id=""en_main_abstract"" class=""article-section__content mainAbstract"" lang=""en""><h2 class=""article-section__header"">Abstract</h2><p>Fault-based testing attempts to show that particular faults cannot exist in software by using test sets that differentiate between the original program (hypothesized to be correct) and faulty alternate programs. The success of this approach depends on a number of assumptions, notably that programmers are competent insofar as they only commit relatively trivial faults, and that faults only couple infrequently. Fault coupling occurs when test sets are able to differentiate between the original program and faulty alternate programs when faults occur in isolation, but not when they occur in combination; it is a complicating factor in fault-based testing. Fault coupling is studied here within the context of finite bijective functions. A complete mathematical solution of the problem is possible in this simplified case; the results indicate that fault coupling does indeed occur infrequently, and are thus in agreement with the empirical results obtained by others in the field. One surprising result is that certain kinds of test set are able to avoid fault coupling altogether.</p></div>","<li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">fault-based testing; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">fault coupling; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">test situation; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">single-fault (double-fault) alternate; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">proper (coupled) test set; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">coupling ratio</span></li>"
-1,A Theoretical Study of Fault Coupling,Wiley Online Library,A theoretical study of fault coupling,"Wah, K. S",67," <i>Software testing, verification and reliability</i> 10, no. 1 (2000): 3-45.","<div id=""en_main_abstract"" class=""article-section__content mainAbstract"" lang=""en""><h2 class=""article-section__header"">Abstract</h2><p>Fault coupling is the phenomenon whereby a test set is able to detect faults when they occur in isolation, but fails to do so when they occur in combination. It is widely regarded as a nuisance in fault-based approaches to software testing, which focus on the detection of single faults and normally neglect multiple faults.</p><p>This paper presents a theoretical study of fault coupling, based on a simple model of fault-based testing. This provides for the presence of two faults that interact with each other and thus includes the possibility of fault coupling between them. The model is analysed mathematically, the conclusion reached being that fault coupling only occurs infrequently. This result provides support for current approaches to fault-based testing, but it is not quite enough to conclude that they are thereby validated. In effect, the paper generalizes the results of a previous paper that dealt with the restricted case where the functions underlying programs are bijective as well as finite. The restriction that functions be bijective is lifted here, but they are still required to be finite. Though the same theoretical framework is used in both cases, and more or less the same results are obtained, the techniques employed to arrive at the results in the general case are quite different. Copyright © 2000 John Wiley &amp; Sons, Ltd.</p></div>","<li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">fault-based testing; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">fault coupling; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">single-fault (double-fault) alternate; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">proper (coupled) test set; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">coupling ratio; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">degeneracy structure</span></li>"
-1,An Analysis of the Coupling Effect I: Single Test Data,Elsevier,An analysis of the coupling effect I: single test data,"Wah, KS How Tai",36," <i>Science of Computer Programming</i> 48, no. 2-3 (2003): 119-161.",,<span>Coupling effect</span>
？,Requirement Model-Based Mutation Testing for Web Service,ieeexplore,Requirement model-based mutation testing for web service,"Wang, Rui, and Ning Huang",24," In <i>Next Generation Web Services Practices, 2008. NWESP'08. 4th International Conference on</i>, pp. 71-76. IEEE, 2008.","Web services present a new promising software technology. However, some new issues and challenges in testing of them come out due to their characteristics of distribution, source code invisibility etc. This paper discusses the traditional mutation testing and then a new methodology of OWL-S requirement model-based web service mutation testing is brought forward. The traits of this methodology are as follows. Firstly, requirements are used effectively to reduce the magnitude of mutants. Secondly, mutants are generated by AOP technology conveniently and promptly. Thirdly, to reducing testing cost, using business logic implied in OWL-S requirement model as assistant of the process of killing the mutants. Fourthly, two sufficient measurement criteria are employed to evaluate the testing process. Finally, our empirical results have shown the usefulness of this testing method.","
<strong class=""ng-binding"">Author Keywords </strong>
<div>
<!-- ngRepeat: term in ::keyword.kwd track by $index --><span ng-repeat=""term in ::keyword.kwd track by $index"" class=""ng-binding ng-scope"">
<a href=""/search/searchresult.jsp?matchBoolean=true&amp;queryText=&quot;Index%20Terms&quot;:.QT.Mutation.QT.&amp;newsearch=true"" ng-bind-html=""::term"" data-tealium_data=""{&quot;keywordType&quot;: &quot;Author Keywords &quot;}"" class=""ng-binding"">Mutation</a>, 
</span><!-- end ngRepeat: term in ::keyword.kwd track by $index --><span ng-repeat=""term in ::keyword.kwd track by $index"" class=""ng-binding ng-scope"">
<a href=""/search/searchresult.jsp?matchBoolean=true&amp;queryText=&quot;Index%20Terms&quot;:.QT.Web Service.QT.&amp;newsearch=true"" ng-bind-html=""::term"" data-tealium_data=""{&quot;keywordType&quot;: &quot;Author Keywords &quot;}"" class=""ng-binding"">Web Service</a>, 
</span><!-- end ngRepeat: term in ::keyword.kwd track by $index --><span ng-repeat=""term in ::keyword.kwd track by $index"" class=""ng-binding ng-scope"">
<a href=""/search/searchresult.jsp?matchBoolean=true&amp;queryText=&quot;Index%20Terms&quot;:.QT.Testing.QT.&amp;newsearch=true"" ng-bind-html=""::term"" data-tealium_data=""{&quot;keywordType&quot;: &quot;Author Keywords &quot;}"" class=""ng-binding"">Testing</a>, 
</span><!-- end ngRepeat: term in ::keyword.kwd track by $index --><span ng-repeat=""term in ::keyword.kwd track by $index"" class=""ng-binding ng-scope"">
<a href=""/search/searchresult.jsp?matchBoolean=true&amp;queryText=&quot;Index%20Terms&quot;:.QT.OWL-S.QT.&amp;newsearch=true"" ng-bind-html=""::term"" data-tealium_data=""{&quot;keywordType&quot;: &quot;Author Keywords &quot;}"" class=""ng-binding"">OWL-S</a>
</span><!-- end ngRepeat: term in ::keyword.kwd track by $index -->
</div>
"
-1,Improved Serial Algorithms for Mutation Analysis,acm,Improved serial algorithms for mutation analysis,"Weiss, Stewart N., and Vladimir N. Fleyshgakker",45," In <i>ACM SIGSOFT Software Engineering Notes</i>, vol. 18, no. 3, pp. 149-158. ACM, 1993.","


 ",ACM SIGSOFT Software Engineering Notes
-1,On Testing Non-Testable Programs,"EJ Weyuker - The Computer Journal, 1982 - Br Computer Soc",Automatic system testing of programs without test oracles,"Murphy, Christian, Kuang Shen, and Gail Kaiser",516," In <i>Proceedings of the eighteenth international symposium on Software testing and analysis</i>, pp. 189-200. ACM, 2009.",,
-1,Mutation Testing Applied to Estelle Specifications,ieeexplore,Mutation testing applied to estelle specifications,"De Souza, S. Do Rocio Senger, José Carlos Maldonado, Sandra Camargo Pinto Ferraz Fabbri, and W. Lopes De Souza",70," In <i>System Sciences, 2000. Proceedings of the 33rd Annual Hawaii International Conference on</i>, pp. 10-pp. IEEE, 2000.","Many researchers have pursued the establishment of a low-cost, effective testing and validation strategy at the program level as well as at the specification level. Mutation Testing is an error-based approach, originally introduced for program testing, that provides testers a systematic way to evaluate how good a given tester is. Some studies have also investigated its use to generate testers. In this article the application of Mutation Testing for validating Estelle specifications is proposed. A mutation operator set for Estelle-one of the crucial points for effectively applying Mutation Testing-is defined, addressing: the validation of the behavior of the modules, the communication among modules and the architecture of the specification. In this scope, these operators can be taken as a fault model. Considering this context, a strategy for validating Estelle-based specification is proposed and exemplified using the alternating-bit protocol.",
-1,Mutation Testing Applied to Estelle Specifications,ieeexplore,Mutation testing applied to estelle specifications,"De Souza, S. Do Rocio Senger, José Carlos Maldonado, Sandra Camargo Pinto Ferraz Fabbri, and W. Lopes De Souza",70," In <i>System Sciences, 2000. Proceedings of the 33rd Annual Hawaii International Conference on</i>, pp. 10-pp. IEEE, 2000.","Many researchers have pursued the establishment of a low-cost, effective testing and validation strategy at the program level as well as at the specification level. Mutation Testing is an error-based approach, originally introduced for program testing, that provides testers a systematic way to evaluate how good a given tester is. Some studies have also investigated its use to generate testers. In this article the application of Mutation Testing for validating Estelle specifications is proposed. A mutation operator set for Estelle-one of the crucial points for effectively applying Mutation Testing-is defined, addressing: the validation of the behavior of the modules, the communication among modules and the architecture of the specification. In this scope, these operators can be taken as a fault model. Considering this context, a strategy for validating Estelle-based specification is proposed and exemplified using the alternating-bit protocol.",
？,Extending Mutation Testing to Find Environmental Bugs,Wiley Online Library,Extending mutation testing to find environmental bugs,"Spafford, Eugene H",27," <i>Software: Practice and Experience</i> 20, no. 2 (1990): 181-189.","<div id=""en_main_abstract"" class=""article-section__content mainAbstract"" lang=""en""><h2 class=""article-section__header"">Abstract</h2><p><em>Environmental bugs</em> are bugs caused by limitations of precision or capacity in the environment of a piece of software. These bugs may be difficult to activate and even more difficult to find.</p><p>This paper reports on an extension to traditional mutation testing that enables testing specifically for environmental bugs involving integer arithmetic. This method is both simple and effective, and provides some insight into other possible extensions of the mutation-testing methodology that can be used to expose environmental bugs.</p></div>","<li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">Testing; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">Mutation analysis; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">Environmental bugs</span></li>"
-1,Mutation 2000: Uniting the Orthogonal,Springer,Mutation 2000: Uniting the orthogonal,"Offutt, A. Jefferson, and Roland H. Untch",328," In <i>Mutation testing for the new century</i>, pp. 34-44. Springer US, 2001.","
                          <h2 class=""Heading"">Abstract</h2>
                          <p class=""Para"">Mutation testing is a powerful, but computationally expensive, technique for unit testing software. This expense has prevented mutation from becoming widely used in practical situations, but recent engineering advances have given us techniques and algorithms for significantly reducing the cost of mutation testing. These techniques include a new algorithmic execution technique called schema-based mutation, an approximation technique called weak mutation, a reduction technique called selective mutation, heuristics for detecting equivalent mutants, and algorithms for automatic test data generation. This paper reviews experimentation with these advances and outlines a design for a system that will approximate mutation, but in a way that will be accessible to everyday programmers. We envision a system to which a programmer can submit a program unit and get back a set of input/output pairs that are guaranteed to form an effective test of the unit by being close to mutation adequate. We believe this system could be efficient enough to be adopted by leading-edge software developers. Full automation in unit testing has the potential to dramatically change the economic balance between testing and development, by reducing the cost of testing from the major part of the total development cost to a small fraction.</p>
                        ",
-1,Decreasing the Cost of Mutation Testing with Second-Order Mutants,Wiley Online Library,Decreasing the cost of mutation testing with second‐order mutants,"Polo, Macario, Mario Piattini, and Ignacio García‐Rodríguez",105," <i>Software Testing, Verification and Reliability</i> 19, no. 2 (2009): 111-131.","<div id=""en_main_abstract"" class=""article-section__content mainAbstract"" lang=""en""><h2 class=""article-section__header"">Abstract</h2><p>Although powerful, mutation is a computationally very expensive testing technique. In fact, its three main stages (mutant generation, mutant execution and result analysis) require many resources to be successfully accomplished. Thus, researchers have made important efforts to reduce its costs. This paper represents an additional effort in this sense. It describes the results of two experiments in which, by means of combining the original set of mutants and therefore obtaining a new set of mutants—each one with two faults—the number of mutants used is reduced to half. Results lead to believe that mutant combination does not decrease the quality of the test suite, whereas it supposes important savings in mutant execution and result analysis. Copyright © 2008 John Wiley &amp; Sons, Ltd.</p></div>","<li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">mutation; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">cost reduction; </span></li><li class=""article-info__keywords-item""><span class=""article-info__keywords-data"">mutant reduction</span></li>"
1,Integrating Techniques and Tools for Testing Automation: Research Articles,"<a href=""/citations?user=k6-ma1sAAAAJ&amp;hl=en&amp;oi=sra"">M Polo</a>, S Tendero, <a href=""/citations?user=M91TyJcAAAAJ&amp;hl=en&amp;oi=sra"">M Piattini</a> - … Testing Verification and …, 2007 - pdfs.semanticscholar.org",Integrating techniques and tools for testing automation,"Polo, Macario, Sergio Tendero, and Mario Piattini",48," <i>Software Testing Verification and Reliability</i> 17, no. 1 (2007): 3-40.","This article presents two tools to generate test cases, one for Java programs and one for .NET programs, as well as a structured testing process whereby such tools can be used in order to help in process automation. The main innovation in this work is the joint use of diverse techniques and technologies, which have been separately applied to test automation: reflection to extract the class structure; regular expressions to describe test templates and test cases; JUnit and NUnit as test case execution frameworks; mutation and MuJava as test case quality measurers; serialization to deal with the parameters of complex data types; and once more, reflection, to facilitate the test engineer in the task of writing the oracle. Finally, the article presents an experiment carried out to validate the work. ",
